episode,reward_sum,reward_ma_10,policy_loss,entropy,aux_loss,behavior_aux_loss,total_loss
1.0,0.855,0.855,-0.5905471444129944,0.9906505346298218,1.1940968036651611,0.6700531840324402,-0.11137519776821136
2.0,-0.72,0.0675,0.24719716608524323,0.946351945400238,1.2371488809585571,0.4062002897262573,0.6617903709411621
3.0,-1.31,-0.39166666666666666,0.45044374465942383,1.2505197525024414,1.2882612943649292,0.9183015823364258,1.1053746938705444
4.0,-0.3,-0.36875,-0.1993502378463745,1.154435634613037,1.522718071937561,0.9423028230667114,0.4508228898048401
5.0,-0.2,-0.335,-0.16433468461036682,0.8843674659729004,1.0936795473098755,0.3996853232383728,0.20865768194198608
6.0,-1.25,-0.4875,-0.0297393798828125,1.292798399925232,1.112695336341858,0.9270065426826477,0.546686053276062
7.0,-1.245,-0.5957142857142858,0.3459230959415436,1.3646084070205688,1.5710099935531616,1.1636186838150024,1.0594080686569214
8.0,0.6699999999999999,-0.4375,-0.20698200166225433,1.1102616786956787,1.0748013257980347,0.7139915823936462,0.23985733091831207
9.0,0.795,-0.3005555555555556,0.03430726379156113,1.0777256488800049,0.9270759224891663,0.8630374073982239,0.544680655002594
10.0,-1.275,-0.398,-0.20714251697063446,1.2534908056259155,1.880369782447815,1.6005102396011353,0.7267249226570129
11.0,-1.307,-0.6142000000000001,-0.32410115003585815,1.2328193187713623,1.9884872436523438,0.9330314993858337,0.5426227450370789
12.0,0.8099999999999999,-0.4612,-0.21559609472751617,1.097404956817627,1.2272967100143433,0.8133471012115479,0.40463492274284363
13.0,-1.3,-0.46020000000000005,-0.3200784921646118,1.2115131616592407,1.546791672706604,0.6196438074111938,0.2798030972480774
14.0,-0.2,-0.4502,0.01572858728468418,0.859811007976532,1.009159803390503,0.3458348214626312,0.36499878764152527
15.0,0.86,-0.3442,-0.5199891924858093,0.9655281901359558,1.2196406126022339,0.5107095837593079,-0.06225469708442688
16.0,0.81,-0.13820000000000002,0.1704007089138031,1.0384788513183594,0.9054539799690247,0.7420914173126221,0.6417566537857056
17.0,-0.785,-0.09219999999999999,0.24170134961605072,1.101507544517517,1.794710397720337,0.8684473633766174,0.990889847278595
18.0,-0.22,-0.18119999999999997,-0.23709097504615784,0.8730171918869019,1.2300105094909668,0.35654157400131226,0.15922299027442932
19.0,-0.8,-0.3407,-0.29293903708457947,1.0935168266296387,1.1981918811798096,0.8374977111816406,0.30580446124076843
20.0,-0.22,-0.23520000000000002,-0.32593441009521484,0.8803666830062866,2.219240665435791,0.3663904666900635,0.3200506567955017
