episode,reward_sum,reward_ma_10,policy_loss,entropy,aux_loss,behavior_aux_loss,total_loss
801.0,0.855,0.855,-0.5919079780578613,0.9917012453079224,1.1940947771072388,0.6691980957984924,-0.112871453166008
802.0,-0.72,0.0675,0.23640893399715424,0.9382089972496033,1.2343374490737915,0.4013628661632538,0.6490621566772461
803.0,-1.27,-0.37833333333333335,0.46202388405799866,1.1851518154144287,1.2750524282455444,0.8767989277839661,1.103691816329956
804.0,-0.40900000000000003,-0.386,-0.24501793086528778,1.1487340927124023,1.5312130451202393,2.759596586227417,0.8616244792938232
805.0,-0.2,-0.3488,-0.24177801609039307,0.8971545100212097,1.0799815654754639,2.6934921741485596,0.701021134853363
806.0,-1.244,-0.498,-0.04521501064300537,1.215884804725647,1.1071513891220093,0.8784663677215576,0.5192394852638245
807.0,-1.245,-0.6047142857142858,0.34121543169021606,1.3676973581314087,1.5751307010650635,1.1786565780639648,1.0607701539993286
808.0,0.61,-0.452875,0.018324412405490875,1.1647220849990845,1.1065856218338013,0.9997037053108215,0.5458034873008728
809.0,0.899,-0.3026666666666667,0.2546265125274658,1.0441839694976807,0.9134737253189087,0.738693118095398,0.7296247482299805
810.0,0.754,-0.197,0.19657766819000244,1.1952182054519653,1.5867900848388672,2.0088798999786377,1.100315809249878
811.0,-1.23,-0.40549999999999997,-0.5000208616256714,1.2926851511001587,1.9181022644042969,0.9877424836158752,0.37685883045196533
812.0,-1.25,-0.4585,0.12161031365394592,1.2837094068527222,1.1003822088241577,0.9451181292533875,0.7008435130119324
813.0,-1.252,-0.4567,-0.5722590684890747,1.193999171257019,1.5802209377288818,0.6056373715400696,0.0345606803894043
814.0,-0.22,-0.4378,-0.11190376430749893,0.9033899307250977,1.0915628671646118,2.5253396034240723,0.8022012710571289
815.0,-1.345,-0.5523,-0.49721482396125793,1.200897455215454,1.4301350116729736,1.0611149072647095,0.2062774896621704
816.0,-1.2269999999999999,-0.5506,-0.09184194356203079,1.1675645112991333,1.2087682485580444,0.6514937281608582,0.46992456912994385
817.0,-0.775,-0.5035999999999999,0.015338631346821785,1.0713355541229248,1.853991150856018,0.8716984987258911,0.7855243682861328
818.0,-0.225,-0.5871,-0.13699562847614288,0.9048531651496887,1.1927368640899658,0.3780854344367981,0.25540387630462646
819.0,-0.87,-0.764,-0.13886767625808716,1.0313923358917236,1.2497649192810059,0.674147367477417,0.4233168959617615
820.0,-0.24600000000000002,-0.8640000000000001,-0.3852912187576294,0.896513819694519,2.0851101875305176,2.4586234092712402,0.7882120609283447
821.0,0.88,-0.653,-0.4664399325847626,1.007171630859375,1.2384148836135864,0.6883504986763,0.05363103747367859
822.0,-0.79,-0.607,0.10923904925584793,0.9329480528831482,1.189070701599121,0.40191811323165894,0.5068120956420898
823.0,-1.3039999999999998,-0.6122,-0.40449729561805725,1.200967788696289,1.104637861251831,0.9288674592971802,0.162874236702919
824.0,0.721,-0.5181,0.05388043448328972,1.241774320602417,1.2467738389968872,2.172064781188965,0.938063383102417
825.0,-0.225,-0.4061,-0.37571102380752563,0.9366835355758667,1.1394476890563965,2.4164438247680664,0.5125730633735657
826.0,-1.252,-0.4086,-0.13586382567882538,1.2372684478759766,1.1236525774002075,0.8963109254837036,0.43713948130607605
827.0,-1.24,-0.4551,-0.22667834162712097,1.364256501197815,1.5861245393753052,1.225433588027954,0.5092213153839111
828.0,0.728,-0.3598,-0.028231699019670486,1.2648476362228394,1.2712827920913696,1.4520431756973267,0.6913287043571472
829.0,0.841,-0.1887,0.06227250024676323,1.0685703754425049,0.8191898465156555,0.6766836047172546,0.5040944218635559
830.0,0.543,-0.10979999999999998,-0.31107816100120544,1.280331015586853,1.8164281845092773,2.010885238647461,0.7917619347572327
831.0,-0.065,-0.20429999999999998,0.48759761452674866,1.0174734592437744,1.4491701126098633,0.6932147741317749,1.1257325410842896
832.0,0.92,-0.03329999999999998,0.1540505290031433,1.0892655849456787,1.2241464853286743,0.6969602108001709,0.7315831780433655
833.0,0.835,0.1806,-0.23629245162010193,1.0470304489135742,1.8061378002166748,2.5438761711120605,0.9472419023513794
834.0,-0.8079999999999999,0.027700000000000002,0.1920454353094101,0.9337682723999023,1.1133391857147217,2.3621716499328613,1.0703904628753662
835.0,-1.24,-0.0738,0.2633565068244934,1.300284504890442,1.5112119913101196,0.9896087646484375,0.9792044162750244
836.0,-1.2469999999999999,-0.07329999999999999,-0.02013900689780712,1.143725037574768,1.156965732574463,0.6698314547538757,0.5318463444709778
837.0,-0.785,-0.027799999999999984,-0.1405501365661621,1.058245062828064,1.9387764930725098,1.2371275424957275,0.7378465533256531
838.0,-0.225,-0.12309999999999999,-0.10597580671310425,0.9211469888687134,1.1667134761810303,0.38859277963638306,0.28250402212142944
839.0,-0.755,-0.2827,0.15802325308322906,1.0663065910339355,1.2234604358673096,0.6705901622772217,0.7088311910629272
840.0,-0.2,-0.357,-0.11892171204090118,0.9543787240982056,2.058199167251587,2.2746129035949707,0.9636086225509644
841.0,-1.26,-0.4765,-0.14648690819740295,1.365307092666626,1.5895469188690186,1.2481563091278076,0.5970062017440796
842.0,-0.8,-0.6485000000000001,0.6470576524734497,0.978679358959198,1.1573258638381958,0.4617927074432373,1.0509798526763916
843.0,-1.26,-0.858,0.2279987335205078,1.2275912761688232,1.1188732385635376,1.04734206199646,0.8337594270706177
844.0,0.608,-0.7163999999999999,-0.02993270754814148,1.325302243232727,1.1469314098358154,1.842820167541504,0.7660136222839355
